Customer Name,Employee Name,Route Name,State,Visit Day,acedns
INACTIV1146,,JAIPUR,,,N
INACTIV1146,ASL1028,JAIPUR,,,N
INACTIV1147,,DEGANA,,,N
INACTIV1147,ASL1028,DEGANA,,,N
INACTIV1148,,DEDWANA,,,N
INACTIV1148,ASL1028,DEDWANA,,,N
INACTIV1149,,JAIPUR,,,N
INACTIV1149,ASL1028,JAIPUR,,,N
INACTIV115,,Bhiwadi,,,N
INACTIV115,ASL1028,Bhiwadi,,,N
INACTIV1150,,HINDINCITY,,,N
INACTIV1150,ASL1028,HINDINCITY,,,N
INACTIV1151,,SARDARSAHAR,,,N
INACTIV1151,ASL1028,SARDARSAHAR,,,N
INACTIV1152,,RENWAL,,,N
INACTIV1152,ASL1028,RENWAL,,,N
INACTIV1153,,BIKANER,,,N
INACTIV1153,ASL1028,BIKANER,,,N
INACTIV1154,,JAIPUR,,,N
INACTIV1154,ASL1028,JAIPUR,,,N
INACTIV1155,,RATANGARH,,,N
INACTIV1155,ASL1028,RATANGARH,,,N
INACTIV1156,,RATANGARH,,,N
INACTIV1156,ASL1028,RATANGARH,,,N
INACTIV1157,,RATANGARH,,,N
INACTIV1157,ASL1028,RATANGARH,,,N
INACTIV1158,,JAIPUR,,,N
INACTIV1158,ASL1028,JAIPUR,,,N
INACTIV1159,,SARDARSAHAR,,,N
INACTIV1159,ASL1028,SARDARSAHAR,,,N
INACTIV1160,,NAGOUR,,,N
INACTIV1160,ASL1028,NAGOUR,,,N
INACTIV1161,,JAIPUR,,,N
INACTIV1161,ASL1028,JAIPUR,,,N
INACTIV1162,,FULERA,,,N
INACTIV1162,ASL1028,FULERA,,,N
INACTIV1163,,JAIPUR,,,N
INACTIV1163,ASL1028,JAIPUR,,,N
INACTIV1164,,MANOHARPUR,,,N
INACTIV1164,ASL1028,MANOHARPUR,,,N
INACTIV1165,,MAHUWA,,,N
INACTIV1165,ASL1028,MAHUWA,,,N
INACTIV1166,,JAIPUR,,,N
INACTIV1166,ASL1028,JAIPUR,,,N
INACTIV1167,,BUNDI,,,N
INACTIV1167,ASL1028,BUNDI,,,N
INACTIV1168,,JAIPUR,,,N
INACTIV1168,ASL1028,JAIPUR,,,N
INACTIV1169,,CHURU,,,N
INACTIV1169,ASL1028,CHURU,,,N
INACTIV1170,,SIKAR,,,N
INACTIV1170,ASL1028,SIKAR,,,N
INACTIV1171,,JAIPUR,,,N
INACTIV1171,ASL1028,JAIPUR,,,N
INACTIV1172,,JAIPUR,,,N
INACTIV1172,ASL1028,JAIPUR,,,N
INACTIV1173,,JAIPUR,,,N
INACTIV1173,ASL1028,JAIPUR,,,N
INACTIV1174,,CHIRAWA,,,N
INACTIV1174,ASL1028,CHIRAWA,,,N
INACTIV1175,,JAIPUR,,,N
INACTIV1175,ASL1028,JAIPUR,,,N
INACTIV1176,,DEEG,,,N
INACTIV1176,ASL1028,DEEG,,,N
INACTIV1177,,SARDARSAHAR,,,N
